Date,Close
2016-05-02,47.1
2016-05-03,47
2016-05-04,46.66
2016-05-05,46.66
2016-05-06,46.64
2016-05-09,46.87
2016-05-10,48.35
2016-05-11,47.17
2016-05-12,46.43
2016-05-13,45.52
2016-05-16,46.07
2016-05-17,46.05
2016-05-18,44.63
2016-05-19,43.65
2016-05-20,43.48
2016-05-23,43.65
2016-05-24,44.12
2016-05-25,44.37
2016-05-26,43.4
2016-05-27,43.93
2016-05-31,43.99
2016-06-01,44.33
2016-06-02,45.75
2016-06-03,45.98
2016-06-06,46.6
2016-06-07,46.22
2016-06-08,45.98
2016-06-09,45.73
2016-06-10,44.84
2016-06-13,44.84
2016-06-14,44.75
2016-06-15,45.9
2016-06-16,46.03
2016-06-17,47.57
2016-06-20,49.03
2016-06-21,48.42
2016-06-22,48.42
2016-06-23,49.6
2016-06-24,46.26
2016-06-27,44.73
2016-06-28,45.56
2016-06-29,47.19
2016-06-30,47.7
2016-07-01,48.44
2016-07-05,47.38
2016-07-06,47.78
2016-07-07,48.35
2016-07-08,49.39
2016-07-11,49.67
2016-07-12,50.3
2016-07-13,50.01
2016-07-14,50.2
2016-07-15,50.37
2016-07-18,50.79
2016-07-19,50.58
2016-07-20,50.81
2016-07-21,50.75
2016-07-22,51.53
2016-07-25,50.68
2016-07-26,50.53
2016-07-27,49.05
2016-07-28,48.46
2016-07-29,49.09
2016-08-01,49.37
2016-08-02,48.42
2016-08-03,48.33
2016-08-04,48.86
2016-08-05,49.65
2016-08-08,50.43
2016-08-09,50.13
2016-08-10,49.88
2016-08-11,50.09
2016-08-12,50.62
2016-08-15,51.06
2016-08-16,51.59
2016-08-17,51.4
2016-08-18,51.13
2016-08-19,51.17
2016-08-22,51.13
2016-08-23,51.09
2016-08-24,51.17
2016-08-25,51.23
2016-08-26,50.85
2016-08-29,50.81
2016-08-30,50.34
2016-08-31,50.53
2016-09-01,50.32
2016-09-02,50.26
2016-09-06,50.03
2016-09-07,50.07
2016-09-08,49.56
2016-09-09,48.12
2016-09-12,48.8
2016-09-13,48.54
2016-09-14,48.97
2016-09-15,48.9
2016-09-16,48.76
2016-09-19,48.74
2016-09-20,49.35
2016-09-21,49.35
2016-09-22,49.9
2016-09-23,49.96
2016-09-26,48.59
2016-09-27,48.82
2016-09-28,48.4
2016-09-29,48.31
2016-09-30,48.54
2016-10-03,48.44
2016-10-04,48.33
2016-10-05,48.14
2016-10-06,47.7
2016-10-07,47.49
2016-10-10,48.33
2016-10-11,47.74
2016-10-12,48.16
2016-10-13,48.1
2016-10-14,48.46
2016-10-17,48.16
2016-10-18,48.76
2016-10-19,48.9
2016-10-20,48.69
2016-10-21,48.5
2016-10-24,48.57
2016-10-25,48.12
2016-10-26,47.25
2016-10-27,47.1
2016-10-28,47.1
2016-10-31,47.85
2016-11-01,47.51
2016-11-02,47.21
2016-11-03,47.17
2016-11-04,47.82
2016-11-07,48.5
2016-11-08,49.33
2016-11-09,49.98
2016-11-10,49.67
2016-11-11,50.2
2016-11-14,51.49
2016-11-15,51.85
2016-11-16,51.97
2016-11-17,52.02
2016-11-18,51.7
2016-11-21,52.14
2016-11-22,52.61
2016-11-23,52.99
2016-11-25,53.58
2016-11-28,52.52
2016-11-29,52.52
2016-11-30,53.08
2016-12-01,53.37
2016-12-02,53.48
2016-12-05,55.23
2016-12-06,55.7
2016-12-07,57.25
2016-12-08,55.55
2016-12-09,56.14
2016-12-12,55.02
2016-12-13,55.85
2016-12-14,56.48
2016-12-15,57.82
2016-12-16,58.28
2016-12-19,58.64
2016-12-20,58.73
2016-12-21,58.71
2016-12-22,58.11
2016-12-23,57.94
2016-12-27,58.07
2016-12-28,57.27
2016-12-29,57.69
2016-12-30,57.58
2017-01-03,57.99
2017-01-04,58
2017-01-05,57.32
2017-01-06,57.47
2017-01-09,56.96
2017-01-10,56.02
2017-01-11,56
2017-01-12,55.4
2017-01-13,56.22
2017-01-17,56.09
2017-01-18,56.95
2017-01-19,57.5
2017-01-20,57.7
2017-01-23,57.75
2017-01-24,58.1
2017-01-25,58.78
2017-01-26,58.75
2017-01-27,58.55
2017-01-30,58.04
2017-01-31,57.58
2017-02-01,57.35
2017-02-02,57.3
2017-02-03,57.8
2017-02-06,57.72
2017-02-07,57.81
2017-02-08,58.26
2017-02-09,58.64
2017-02-10,58.69
2017-02-13,58.85
2017-02-14,58.47
2017-02-15,59.46
2017-02-16,59.24
2017-02-17,58.5
2017-02-21,58.02
2017-02-22,57.85
2017-02-23,57.21
2017-02-24,57.78
2017-02-27,58.02
2017-02-28,57.2
2017-03-01,57.7
2017-03-02,58.17
2017-03-03,57.75
2017-03-06,57.31
2017-03-07,56.64
2017-03-08,56.29
2017-03-09,55.84
2017-03-10,56.48
2017-03-13,57.51
2017-03-14,57.29
2017-03-15,58.15
2017-03-16,58.21
2017-03-17,57.92
2017-03-20,57.5
2017-03-21,56.69
2017-03-22,57.7
2017-03-23,58.32
2017-03-24,58.31
2017-03-27,57.85
2017-03-28,58.67
2017-03-29,58.61
2017-03-30,58.77
2017-03-31,58.46
2017-04-03,57.62
2017-04-04,57.07
2017-04-05,56.75
2017-04-06,57.1
2017-04-07,56.6
2017-04-10,57.18
2017-04-11,57.48
2017-04-12,57.42
2017-04-13,57.11
2017-04-17,57.33
2017-04-18,56.86
2017-04-19,56.92
2017-04-20,57.59
2017-04-21,57.35
2017-04-24,58.04
2017-04-25,58.54
2017-04-26,60.6
2017-04-27,60.24
2017-04-28,58.97
2017-05-01,59.32
2017-05-02,61.49
2017-05-03,61
2017-05-04,60.5
2017-05-05,61.07
2017-05-08,60.68
2017-05-09,62.33
2017-05-10,62.12
2017-05-11,62.21
2017-05-12,62.1
2017-05-15,62.62
2017-05-16,62.43
2017-05-17,61.3
2017-05-18,62.44
2017-05-19,63.85
2017-05-22,65.25
2017-05-23,65.49
2017-05-24,65.48
2017-05-25,65.13
2017-05-26,65.34
2017-05-30,65.54
2017-05-31,66.47
2017-06-01,66.64
2017-06-02,67.41
2017-06-05,66.99
2017-06-06,65.76
2017-06-07,66.15
2017-06-08,65.02
2017-06-09,64.75
2017-06-12,65.85
2017-06-13,66.45
2017-06-14,66.25
2017-06-15,66.85
2017-06-16,66.41
2017-06-19,66.84
2017-06-20,65.88
2017-06-21,65.6
2017-06-22,65.2
2017-06-23,65.4
2017-06-26,65.23
2017-06-27,63.45
2017-06-28,63.36
2017-06-29,62.25
2017-06-30,61.85
2017-07-03,61.31
2017-07-05,61.51
2017-07-06,61.08
2017-07-07,61.76
2017-07-10,62.2
2017-07-11,62.46
2017-07-12,61.93
2017-07-13,62.08
2017-07-14,62.45
2017-07-17,62.62
2017-07-18,62.49
2017-07-19,62.12
2017-07-20,62.01
2017-07-21,62.47
2017-07-24,62.01
2017-07-25,63.08
2017-07-26,62.52
2017-07-27,62.56
2017-07-28,62.46
2017-07-31,62.53
2017-08-01,62.77
2017-08-02,61.98
2017-08-03,62.13
2017-08-04,62.98
2017-08-07,63.77
2017-08-08,62.08
2017-08-09,61.37
2017-08-10,61
2017-08-11,61.3
2017-08-14,61.75
2017-08-15,62.21
2017-08-16,62.44
2017-08-17,60.82
2017-08-18,61.06
2017-08-21,61.78
2017-08-22,63.32
2017-08-23,63.12
2017-08-24,62.91
2017-08-25,63.48
2017-08-28,63.17
2017-08-29,62.89
2017-08-30,64.32
2017-08-31,64.33
2017-09-01,64.59
2017-09-05,63.6
2017-09-06,63.67
2017-09-07,63.89
2017-09-08,65.14
2017-09-11,65.95
2017-09-12,66.07
2017-09-13,66.68
2017-09-14,66.52
2017-09-15,66.63
2017-09-18,66.56
2017-09-19,66.89
2017-09-20,67.04
2017-09-21,67.34
2017-09-22,68.19
2017-09-25,68.71
2017-09-26,69.5
2017-09-27,69.11
2017-09-28,69.36
2017-09-29,69.45
2017-10-02,69.43
2017-10-03,68.86
2017-10-04,68.91
2017-10-05,69.37
2017-10-06,69.48
2017-10-09,69.66
2017-10-10,69.92
2017-10-11,70.22
2017-10-12,70.38
2017-10-13,71.16
2017-10-16,71.13
2017-10-17,71.22
2017-10-18,71.06
2017-10-19,71.1
2017-10-20,71.04
2017-10-23,70.42
2017-10-24,71.14
2017-10-25,71.32
2017-10-26,72.48
2017-10-27,71.91
2017-10-30,72.65
2017-10-31,72.28
2017-11-01,72.44
2017-11-02,72.44
2017-11-03,73.16
2017-11-06,73.39
2017-11-07,72.61
2017-11-08,72.9
2017-11-09,72.05
2017-11-10,72.69
2017-11-13,72.62
2017-11-14,72.91
2017-11-15,73.38
2017-11-16,74.02
2017-11-17,74.11
2017-11-20,74.31
2017-11-21,75.64
2017-11-22,75.68
2017-11-24,75.76
2017-11-27,76
2017-11-28,76.13
2017-11-29,76.56
2017-11-30,77.56
2017-12-01,77.25
2017-12-04,77.66
2017-12-05,77.63
2017-12-06,76.75
2017-12-07,77.28
2017-12-08,78.38
2017-12-11,77.47
2017-12-12,77
2017-12-13,76.75
2017-12-14,76.02
2017-12-15,77.09
2017-12-18,78.09
2017-12-19,77.81
2017-12-20,78.35
2017-12-21,79.37
2017-12-22,79.35
2017-12-26,79.37
2017-12-27,80.15
2017-12-28,80.45
2017-12-29,79.86
2018-01-02,79.68
2018-01-03,80.85
2018-01-04,80.25
2018-01-05,79.29
2018-01-08,80.94
2018-01-09,81.93
2018-01-10,81.65
2018-01-11,83.07
2018-01-12,83.95
2018-01-16,83.4
2018-01-17,84.03
2018-01-18,83.95
2018-01-19,85.49
2018-01-22,85.77
2018-01-23,86.53
2018-01-24,85.79
2018-01-25,86.63
2018-01-26,87.69
2018-01-29,87.28
2018-01-30,86.41
2018-01-31,85.65
2018-02-01,85.76
2018-02-02,82.65
2018-02-05,79.91
2018-02-06,80.69
2018-02-07,82.02
2018-02-08,78.66
2018-02-09,80.43
2018-02-12,81.82
2018-02-13,83.21
2018-02-14,85.97
2018-02-15,84.56
2018-02-16,83.27
2018-02-20,84.31
2018-02-21,84.29
2018-02-22,83.38
2018-02-23,83.81
2018-02-26,82.14
2018-02-27,79.84
2018-02-28,80.79
2018-03-01,79.35
2018-03-02,78.9
2018-03-05,78.22
2018-03-06,78.94
2018-03-07,79.2
2018-03-08,79.21
2018-03-09,81.47
2018-03-12,81.13
2018-03-13,81.25
2018-03-14,81.24
2018-03-15,81.89
2018-03-16,81.51
2018-03-19,81.3
2018-03-20,81.35
2018-03-21,81.84
2018-03-22,80.44
2018-03-23,78.17
2018-03-26,79.98
2018-03-27,78.79
2018-03-28,78.31
2018-03-29,78.76
2018-04-02,77.07
2018-04-03,77.53
2018-04-04,78.03
